S0,K,C_mkt,T,type,iv
667.8400268554688,520.0,0.02,0.006483840797659818,P,0.7187528125
667.8400268554688,525.0,0.02,0.006483840797659818,P,0.6875031250000001
667.8400268554688,530.0,0.02,0.006483840797659818,P,0.6562534375000001
667.8400268554688,535.0,0.01,0.006483840797659818,P,0.64062859375
667.8400268554688,540.0,0.01,0.006483840797659818,P,0.6093789062500001
667.8400268554688,545.0,0.01,0.006483840797659818,P,0.5937540625000001
667.8400268554688,550.0,0.02,0.006483840797659818,P,0.6171913281250001
667.8400268554688,555.0,0.01,0.006483840797659818,P,0.5937540625000001
667.8400268554688,560.0,0.02,0.006483840797659818,P,0.5625043750000001
667.8400268554688,565.0,0.02,0.006483840797659818,P,0.5390671093750001
667.8400268554688,570.0,0.02,0.006483840797659818,P,0.5390671093750001
667.8400268554688,575.0,0.02,0.006483840797659818,P,0.5117236328125
667.8400268554688,580.0,0.03,0.006483840797659818,P,0.49219257812500006
667.8400268554688,585.0,0.03,0.006483840797659818,P,0.46484910156250003
667.8400268554688,590.0,0.03,0.006483840797659818,P,0.45117736328125
667.8400268554688,595.0,0.05,0.006483840797659818,P,0.42383388671875
667.8400268554688,600.0,0.04,0.006483840797659818,P,0.39453730468750003
667.8400268554688,605.0,0.06,0.006483840797659818,P,0.37695935546875
667.8400268554688,610.0,0.06,0.006483840797659818,P,0.35742830078125
667.8400268554688,615.0,0.08,0.006483840797659818,P,0.33399103515625
667.8400268554688,620.0,0.08,0.006483840797659818,P,0.31055376953124997
667.8400268554688,625.0,0.1,0.006483840797659818,P,0.29395237304687494
667.8400268554688,630.0,0.13,0.006483840797659818,P,0.27246821289062495
667.8400268554688,631.0,0.22,0.006483840797659818,P,0.266608896484375
667.8400268554688,632.0,0.17,0.006483840797659818,P,0.26563234375
667.8400268554688,633.0,0.16,0.006483840797659818,P,0.25928475097656256
667.8400268554688,634.0,0.16,0.006483840797659818,P,0.25977302734375
667.8400268554688,635.0,0.19,0.006483840797659818,P,0.2553785400390626
667.8400268554688,636.0,0.2,0.006483840797659818,P,0.25098405273437496
667.8400268554688,637.0,0.22,0.006483840797659818,P,0.24414818359375
667.8400268554688,638.0,0.25,0.006483840797659818,P,0.243171630859375
667.8400268554688,639.0,0.25,0.006483840797659818,P,0.2417068017578125
667.8400268554688,640.0,0.27,0.006483840797659818,P,0.23462679443359374
667.8400268554688,641.0,0.28,0.006483840797659818,P,0.23218541259765624
667.8400268554688,642.0,0.33,0.006483840797659818,P,0.2309647216796875
667.8400268554688,643.0,0.56,0.006483840797659818,P,0.2260819580078125
667.8400268554688,644.0,0.42,0.006483840797659818,P,0.22510540527343748
667.8400268554688,645.0,0.44,0.006483840797659818,P,0.22095505615234373
667.8400268554688,646.0,0.43,0.006483840797659818,P,0.21436332519531248
667.8400268554688,647.0,0.51,0.006483840797659818,P,0.2117998742675781
667.8400268554688,648.0,0.61,0.006483840797659818,P,0.21509573974609375
667.8400268554688,649.0,0.62,0.006483840797659818,P,0.2067950415039062
667.8400268554688,650.0,0.68,0.006483840797659818,P,0.2036212451171875
667.8400268554688,651.0,0.84,0.006483840797659818,P,0.2049640051269531
667.8400268554688,652.0,0.86,0.006483840797659818,P,0.1997150341796875
667.8400268554688,653.0,1.12,0.006483840797659818,P,0.20252262329101559
667.8400268554688,654.0,1.17,0.006483840797659818,P,0.20288883056640622
667.8400268554688,655.0,1.22,0.006483840797659818,P,0.1925129577636719
667.8400268554688,656.0,1.5,0.006483840797659818,P,0.2004474487304687
667.8400268554688,657.0,1.64,0.006483840797659818,P,0.1979450323486328
667.8400268554688,658.0,1.71,0.006483840797659818,P,0.18854571228027345
667.8400268554688,659.0,2.05,0.006483840797659818,P,0.19525951232910155
667.8400268554688,660.0,2.14,0.006483840797659818,P,0.1848226049804687
667.8400268554688,661.0,2.6,0.006483840797659818,P,0.1948322705078125
667.8400268554688,662.0,2.71,0.006483840797659818,P,0.18476157043457028
667.8400268554688,663.0,3.25,0.006483840797659818,P,0.18811847045898436
667.8400268554688,664.0,3.57,0.006483840797659818,P,0.18494467407226559
667.8400268554688,665.0,3.7,0.006483840797659818,P,0.17975673767089845
667.8400268554688,666.0,4.39,0.006483840797659818,P,0.188484677734375
667.8400268554688,667.0,4.54,0.006483840797659818,P,0.17719328674316404
667.8400268554688,668.0,5.46,0.006483840797659818,P,0.18677571044921876
667.8400268554688,669.0,5.66,0.006483840797659818,P,0.18158777404785154
667.8400268554688,670.0,6.07,0.006483840797659818,P,0.17774259765625
667.8400268554688,671.0,7.25,0.006483840797659818,P,0.18042811767578126
667.8400268554688,672.0,7.7,0.006483840797659818,P,0.18952226501464847
667.8400268554688,673.0,8.07,0.006483840797659818,P,0.18372398315429686
667.8400268554688,674.0,9.16,0.006483840797659818,P,0.18323570678710935
667.8400268554688,675.0,9.94,0.006483840797659818,P,0.20081365600585935
667.8400268554688,676.0,11.18,0.006483840797659818,P,0.20795469787597654
667.8400268554688,677.0,11.83,0.006483840797659818,P,0.2024005541992187
667.8400268554688,678.0,12.89,0.006483840797659818,P,0.20410952148437497
667.8400268554688,679.0,13.53,0.006483840797659818,P,0.21521780883789063
667.8400268554688,680.0,13.79,0.006483840797659818,P,0.2087481469726562
667.8400268554688,681.0,15.0,0.006483840797659818,P,0.24091335266113278
667.8400268554688,682.0,15.88,0.006483840797659818,P,0.2559888854980469
667.8400268554688,683.0,17.14,0.006483840797659818,P,0.22730264892578123
667.8400268554688,684.0,18.1,0.006483840797659818,P,0.23670196899414062
667.8400268554688,685.0,19.35,0.006483840797659818,P,0.27637442382812494
667.8400268554688,686.0,13.98,0.006483840797659818,P,0.2954172021484375
667.8400268554688,687.0,11.84,0.006483840797659818,P,0.2657544128417969
667.8400268554688,688.0,15.46,0.006483840797659818,P,0.26978269287109374
667.8400268554688,689.0,17.83,0.006483840797659818,P,0.31653515502929686
667.8400268554688,690.0,18.84,0.006483840797659818,P,0.33130551513671874
667.8400268554688,691.0,15.09,0.006483840797659818,P,0.36377589355468753
667.8400268554688,692.0,12.41,0.006483840797659818,P,0.3975890319824219
667.8400268554688,693.0,10.99,0.006483840797659818,P,0.426885614013672
667.8400268554688,694.0,21.67,0.006483840797659818,P,0.44714908325195313
667.8400268554688,695.0,23.83,0.006483840797659818,P,0.4578911633300782
667.8400268554688,696.0,24.9,0.006483840797659818,P,0.46405565246582037
667.8400268554688,700.0,28.51,0.006483840797659818,P,0.5040332800292968
667.8400268554688,705.0,21.39,0.006483840797659818,P,0.5510298803710938
667.8400268554688,715.0,38.22,0.006483840797659818,P,0.607547869873047
667.8400268554688,575.0,0.02,0.009223560953545155,P,0.49023947265625006
667.8400268554688,580.0,0.05,0.009223560953545155,P,0.4726615234375
667.8400268554688,585.0,0.07,0.009223560953545155,P,0.45508357421875
667.8400268554688,590.0,0.09,0.009223560953545155,P,0.43555251953125
667.8400268554688,595.0,0.11,0.009223560953545155,P,0.41602146484374997
667.8400268554688,600.0,0.13,0.009223560953545155,P,0.398443515625
667.8400268554688,605.0,0.15,0.009223560953545155,P,0.372076591796875
667.8400268554688,610.0,0.18,0.009223560953545155,P,0.352545537109375
667.8400268554688,615.0,0.16,0.009223560953545155,P,0.33740896972656254
667.8400268554688,620.0,0.29,0.009223560953545155,P,0.31445998046874996
667.8400268554688,625.0,0.25,0.009223560953545155,P,0.29834686035156244
667.8400268554688,630.0,0.36,0.009223560953545155,P,0.2849192602539062
667.8400268554688,631.0,0.41,0.009223560953545155,P,0.27857166748046874
667.8400268554688,632.0,0.48,0.009223560953545155,P,0.2778392529296875
667.8400268554688,633.0,0.61,0.009223560953545155,P,0.26856200195312496
667.8400268554688,634.0,0.58,0.009223560953545155,P,0.26758544921875
667.8400268554688,635.0,0.48,0.009223560953545155,P,0.26489992919921873
667.8400268554688,636.0,0.49,0.009223560953545155,P,0.26050544189453123
667.8400268554688,637.0,0.81,0.009223560953545155,P,0.2585523364257813
667.8400268554688,638.0,0.66,0.009223560953545155,P,0.25489026367187506
667.8400268554688,639.0,0.57,0.009223560953545155,P,0.2500075
667.8400268554688,640.0,0.65,0.009223560953545155,P,0.249030947265625
667.8400268554688,641.0,1.13,0.009223560953545155,P,0.25098405273437496
667.8400268554688,642.0,0.76,0.009223560953545155,P,0.247077841796875
667.8400268554688,643.0,0.77,0.009223560953545155,P,0.2452468054199219
667.8400268554688,644.0,1.02,0.009223560953545155,P,0.24231714721679687
667.8400268554688,645.0,0.91,0.009223560953545155,P,0.23316196533203126
667.8400268554688,646.0,1.14,0.009223560953545155,P,0.23670196899414062
667.8400268554688,647.0,1.12,0.009223560953545155,P,0.23584748535156247
667.8400268554688,648.0,1.2,0.009223560953545155,P,0.23316196533203126
667.8400268554688,649.0,1.31,0.009223560953545155,P,0.2260819580078125
667.8400268554688,650.0,1.42,0.009223560953545155,P,0.2299881689453125
667.8400268554688,651.0,1.55,0.009223560953545155,P,0.22699747619628902
667.8400268554688,652.0,1.69,0.009223560953545155,P,0.2260819580078125
667.8400268554688,653.0,1.84,0.009223560953545155,P,0.2211991943359375
667.8400268554688,654.0,2.03,0.009223560953545155,P,0.21509573974609375
667.8400268554688,655.0,2.0,0.009223560953545155,P,0.2122881506347656
667.8400268554688,656.0,2.39,0.009223560953545155,P,0.2176591906738281
667.8400268554688,657.0,2.64,0.009223560953545155,P,0.2135088415527344
667.8400268554688,658.0,2.92,0.009223560953545155,P,0.21076228698730468
667.8400268554688,659.0,3.07,0.009223560953545155,P,0.20404848693847655
667.8400268554688,660.0,3.09,0.009223560953545155,P,0.20319400329589843
667.8400268554688,661.0,3.56,0.009223560953545155,P,0.20581848876953124
667.8400268554688,662.0,3.7,0.009223560953545155,P,0.19995917236328126
667.8400268554688,663.0,4.2,0.009223560953545155,P,0.2030108996582031
667.8400268554688,664.0,4.67,0.009223560953545155,P,0.2014850360107422
667.8400268554688,665.0,4.68,0.009223560953545155,P,0.19391675231933597
667.8400268554688,666.0,5.5,0.009223560953545155,P,0.19995917236328126
667.8400268554688,667.0,5.93,0.009223560953545155,P,0.1951374432373047
667.8400268554688,668.0,6.27,0.009223560953545155,P,0.19818917053222657
667.8400268554688,669.0,6.92,0.009223560953545155,P,0.20520814331054685
667.8400268554688,670.0,7.49,0.009223560953545155,P,0.20307193420410152
667.8400268554688,671.0,8.16,0.009223560953545155,P,0.1860432958984375
667.8400268554688,672.0,8.71,0.009223560953545155,P,0.18988847229003908
667.8400268554688,673.0,9.15,0.009223560953545155,P,0.20960263061523435
667.8400268554688,674.0,9.88,0.009223560953545155,P,0.20581848876953124
667.8400268554688,675.0,10.13,0.009223560953545155,P,0.18933916137695314
667.8400268554688,676.0,11.13,0.009223560953545155,P,0.20075262145996092
667.8400268554688,677.0,12.4,0.009223560953545155,P,0.21704884521484374
667.8400268554688,678.0,12.8,0.009223560953545155,P,0.1901936450195313
667.8400268554688,679.0,13.7,0.009223560953545155,P,0.20075262145996092
667.8400268554688,680.0,14.69,0.009223560953545155,P,0.2254716125488281
667.8400268554688,681.0,15.54,0.009223560953545155,P,0.19879951599121093
667.8400268554688,682.0,16.61,0.009223560953545155,P,0.2043536596679687
667.8400268554688,684.0,18.35,0.009223560953545155,P,0.22876747802734376
667.8400268554688,685.0,19.29,0.009223560953545155,P,0.24951922363281248
667.8400268554688,686.0,13.95,0.009223560953545155,P,0.2633130310058594
667.8400268554688,689.0,14.15,0.009223560953545155,P,0.2563550927734375
667.8400268554688,690.0,15.81,0.009223560953545155,P,0.29090064575195307
667.8400268554688,691.0,16.77,0.009223560953545155,P,0.2970041003417968
667.8400268554688,692.0,8.75,0.009223560953545155,P,0.30713583496093744
667.8400268554688,695.0,14.49,0.009223560953545155,P,0.40332627929687503
667.8400268554688,700.0,21.92,0.009223560953545155,P,0.4442804595947265
667.8400268554688,715.0,40.96,0.009223560953545155,P,0.5697064514160157
667.8400268554688,717.0,36.77,0.009223560953545155,P,0.5008594836425782
667.8400268554688,735.0,59.85,0.009223560953545155,P,0.6093789062500001
667.8400268554688,575.0,0.13,0.011963281851788432,P,0.48340360351562506
667.8400268554688,580.0,0.15,0.011963281851788432,P,0.4687553125
667.8400268554688,585.0,0.17,0.011963281851788432,P,0.44824770507812495
667.8400268554688,595.0,0.18,0.011963281851788432,P,0.41211525390625
667.8400268554688,600.0,0.19,0.011963281851788432,P,0.39551385742187506
667.8400268554688,605.0,0.3,0.011963281851788432,P,0.3764710791015625
667.8400268554688,610.0,0.36,0.011963281851788432,P,0.3588931298828125
667.8400268554688,615.0,0.3,0.011963281851788432,P,0.340826904296875
667.8400268554688,620.0,0.38,0.011963281851788432,P,0.3205634350585937
667.8400268554688,625.0,0.68,0.011963281851788432,P,0.30152065673828127
667.8400268554688,630.0,0.61,0.011963281851788432,P,0.2876047802734374
667.8400268554688,631.0,0.65,0.011963281851788432,P,0.28443098388671867
667.8400268554688,632.0,0.67,0.011963281851788432,P,0.28394270751953116
667.8400268554688,633.0,1.09,0.011963281851788432,P,0.282233740234375
667.8400268554688,634.0,0.37,0.011963281851788432,P,0.27930408203124996
667.8400268554688,635.0,0.89,0.011963281851788432,P,0.27686270019531245
667.8400268554688,636.0,1.13,0.011963281851788432,P,0.273444765625
667.8400268554688,637.0,1.06,0.011963281851788432,P,0.2659985510253906
667.8400268554688,638.0,1.49,0.011963281851788432,P,0.26892820922851557
667.8400268554688,639.0,1.05,0.011963281851788432,P,0.26697510375976563
667.8400268554688,640.0,1.09,0.011963281851788432,P,0.264655791015625
667.8400268554688,641.0,1.17,0.011963281851788432,P,0.2594068200683594
667.8400268554688,642.0,1.31,0.011963281851788432,P,0.2602613037109375
667.8400268554688,643.0,1.53,0.011963281851788432,P,0.25757578369140627
667.8400268554688,644.0,1.6,0.011963281851788432,P,0.2557447473144532
667.8400268554688,645.0,1.56,0.011963281851788432,P,0.2524488818359375
667.8400268554688,646.0,1.65,0.011963281851788432,P,0.252937158203125
667.8400268554688,647.0,1.87,0.011963281851788432,P,0.24988543090820312
667.8400268554688,648.0,1.97,0.011963281851788432,P,0.24378197631835938
667.8400268554688,649.0,2.03,0.011963281851788432,P,0.2452468054199219
667.8400268554688,650.0,2.02,0.011963281851788432,P,0.23548127807617186
667.8400268554688,651.0,2.34,0.011963281851788432,P,0.24243921630859372
667.8400268554688,652.0,2.49,0.011963281851788432,P,0.2401199035644531
667.8400268554688,654.0,2.74,0.011963281851788432,P,0.2274247180175781
667.8400268554688,655.0,3.07,0.011963281851788432,P,0.22602092346191405
667.8400268554688,656.0,3.29,0.011963281851788432,P,0.2287064434814453
667.8400268554688,657.0,3.44,0.011963281851788432,P,0.2205888488769531
667.8400268554688,658.0,3.53,0.011963281851788432,P,0.22003953796386716
667.8400268554688,659.0,4.12,0.011963281851788432,P,0.22614299255371095
667.8400268554688,660.0,4.25,0.011963281851788432,P,0.22144333251953124
667.8400268554688,661.0,4.35,0.011963281851788432,P,0.21436332519531248
667.8400268554688,662.0,5.21,0.011963281851788432,P,0.22333540344238278
667.8400268554688,663.0,5.26,0.011963281851788432,P,0.21497367065429687
667.8400268554688,664.0,5.64,0.011963281851788432,P,0.21491263610839845
667.8400268554688,665.0,6.11,0.011963281851788432,P,0.21869677795410153
667.8400268554688,666.0,6.56,0.011963281851788432,P,0.2049640051269531
667.8400268554688,667.0,7.05,0.011963281851788432,P,0.21772022521972656
667.8400268554688,668.0,7.55,0.011963281851788432,P,0.2151567742919922
667.8400268554688,669.0,7.88,0.011963281851788432,P,0.20636779968261715
667.8400268554688,670.0,8.31,0.011963281851788432,P,0.2110064251708984
667.8400268554688,671.0,8.96,0.011963281851788432,P,0.21057918334960937
667.8400268554688,672.0,9.4,0.011963281851788432,P,0.20655090332031245
667.8400268554688,673.0,10.05,0.011963281851788432,P,0.20356021057128904
667.8400268554688,674.0,11.17,0.011963281851788432,P,0.19788399780273438
667.8400268554688,675.0,11.42,0.011963281851788432,P,0.19892158508300778
667.8400268554688,676.0,12.12,0.011963281851788432,P,0.1980671014404297
667.8400268554688,677.0,12.61,0.011963281851788432,P,0.1981281359863281
667.8400268554688,678.0,13.32,0.011963281851788432,P,0.20471986694335934
667.8400268554688,679.0,14.25,0.011963281851788432,P,0.21936815795898437
667.8400268554688,680.0,15.45,0.011963281851788432,P,0.2002643450927734
